Creation	Duration	State	Label	
00:19.292.507	1.05 ms	Active	Neural Engine Prediction	
00:19.295.069	1.12 ms	Active	Neural Engine Prediction	
00:19.297.716	1.38 ms	Active	Neural Engine Prediction	
00:19.301.961	35.98 ms	Active	Neural Engine Prediction	
00:19.339.107	1.54 ms	Active	Neural Engine Prediction	
00:19.341.882	1.02 ms	Active	Neural Engine Prediction	
00:19.344.080	1.07 ms	Active	Neural Engine Prediction	
00:19.346.337	1.17 ms	Active	Neural Engine Prediction	
00:19.348.690	1.05 ms	Active	Neural Engine Prediction	
00:19.351.124	1.16 ms	Active	Neural Engine Prediction	
00:19.353.752	1.15 ms	Active	Neural Engine Prediction	
00:19.357.400	33.94 ms	Active	Neural Engine Prediction	
00:19.392.473	1.06 ms	Active	Neural Engine Prediction	
00:19.395.170	1.21 ms	Active	Neural Engine Prediction	
00:19.397.800	1.12 ms	Active	Neural Engine Prediction	
00:19.400.113	1.04 ms	Active	Neural Engine Prediction	
00:19.403.005	1.16 ms	Active	Neural Engine Prediction	
00:19.405.372	1.01 ms	Active	Neural Engine Prediction	
00:19.409.008	33.56 ms	Active	Neural Engine Prediction	
00:19.444.715	1.60 ms	Active	Neural Engine Prediction	
00:19.447.771	1.15 ms	Active	Neural Engine Prediction	
00:19.450.225	1.04 ms	Active	Neural Engine Prediction	
00:19.452.553	1.02 ms	Active	Neural Engine Prediction	
00:19.454.842	1.09 ms	Active	Neural Engine Prediction	
00:19.457.873	1.46 ms	Active	Neural Engine Prediction	
00:19.461.890	34.24 ms	Active	Neural Engine Prediction	
00:19.497.592	1.19 ms	Active	Neural Engine Prediction	
00:19.500.141	1.06 ms	Active	Neural Engine Prediction	
00:19.503.132	1.26 ms	Active	Neural Engine Prediction	
00:19.505.662	1.04 ms	Active	Neural Engine Prediction	
00:19.508.627	1.46 ms	Active	Neural Engine Prediction	
00:19.512.806	33.62 ms	Active	Neural Engine Prediction	
00:19.548.330	1.30 ms	Active	Neural Engine Prediction	
00:19.551.233	1.13 ms	Active	Neural Engine Prediction	
00:19.554.292	1.50 ms	Active	Neural Engine Prediction	
00:19.557.051	1.07 ms	Active	Neural Engine Prediction	
00:19.559.686	1.35 ms	Active	Neural Engine Prediction	
00:19.562.237	1.08 ms	Active	Neural Engine Prediction	
00:19.566.045	34.62 ms	Active	Neural Engine Prediction	
00:19.602.322	1.17 ms	Active	Neural Engine Prediction	
